bld_id,cooling demand,heating demand,dhw demand,cooling electricity consumption,heating electricity consumption,dhw electricity consumption,heating fuel consumption,dhw fuel consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from electrical storage,energy to electrical storage,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from heating fuel device to heating storage,energy from heating device to heating storage,energy from heating storage,heating storage soc,heating storage capacity,energy from heating device,energy from heating fuel device,energy to non shiftable load,net electricity consumption,net electricity cost,net electricity emission,net fuel consumption,net fuel cost,net fuel emission,electricity price,fuel price,electricity carbon intensity,fuel carbon intensity,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,outdoor_temperature,indoor_temperature,heating_sp,cooling_sp,comfort_band
resstock-amy2018-2021-release-1-66099,0.0,1.4205662,0.0,0.0,0.7188442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555,0.9555,0.0,0.7748265,10.499801635742188,8.13552483185049,-0.0,0.9555,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,14.194403,1.4205662,0.0,0.1673682,1.8417124,0.60969335,1.0139751,0.0,0.0,0.0,0.331047,0.1383698,0.5505611,0.0,1.8417124,0.0,0.88621235,0.88621235,0.1673682,-0.0,8.3,16.43581,17.777779,17.777779,2.0
resstock-amy2018-2021-release-1-66099,0.0,1.6977708,0.0,0.0,0.8457709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555,0.9555,0.0,0.8558338,10.49979305267334,8.986078086194254,-0.0,0.9555,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,14.194403,1.6977708,0.0,0.1995878,2.0008588,0.6718252,1.1158621,0.0,0.0,0.0,0.3357684,0.1383698,0.5576916,0.0,2.0008588,0.0,1.0453588,1.0453588,0.1995878,-0.0,8.9,16.575962,17.777779,17.777779,2.0
resstock-amy2018-2021-release-1-66099,0.0,1.5398095,0.0,0.0,0.756993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555,0.9555,0.0,0.93670034,10.499784469604492,9.835151725504147,-0.0,0.9555,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,14.194403,1.5398095,0.0,0.16983777,1.8279799,0.63750654,1.039571,0.0,0.0,0.0,0.3487492,0.1383698,0.56869936,0.0,1.8279799,0.0,0.8724799,0.92683077,0.16983777,-0.054350827,9.4,16.495483,17.777779,17.777779,2.0
resstock-amy2018-2021-release-1-66099,0.0,1.9498225,0.0,0.0,0.89980626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,-0.84,0.8463879,10.499776840209961,8.886884309269021,0.84,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,14.194403,1.9498225,0.0,0.16921093,0.083605334,0.028201567,0.047947478,0.0,0.0,0.0,0.3373178,0.1383698,0.57349783,0.0,0.083605334,0.0,0.9236053,1.0690172,0.16921093,-0.14541186,11.7,17.313202,17.777779,17.777779,2.0
resstock-amy2018-2021-release-1-66099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,-0.84,0.75623256,10.49976921081543,7.940267346354062,0.84,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,14.194403,0.0,0.0,0.16827376,-0.81146485,-0.26603925,0.0,0.0,0.0,0.0,0.3278506,0.1383698,0.5800517,0.0,0.0,-0.81146485,0.028535128,0.16827376,0.16827376,-0.13973863,11.7,16.588001,17.777779,17.777779,2.0
resstock-amy2018-2021-release-1-66099,0.0,1.8017492,0.0,0.0,0.80550694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,-0.84,0.66623396,10.499761581420898,6.995297703991696,0.84,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,14.194403,1.8017492,0.0,0.16833074,0.027689047,0.008997344,0.016473431,0.0,0.0,0.0,0.32494235,0.1383698,0.59494394,0.0,0.027689047,0.0,0.867689,0.9738377,0.16833074,-0.10614865,12.8,18.23862,17.777779,17.777779,2.0
resstock-amy2018-2021-release-1-66099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,-0.84,0.5763919,10.499753952026367,6.0519728752575475,0.84,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,14.194403,0.0,0.0,0.17026205,-0.76299095,-0.24633048,0.0,0.0,0.0,0.0,0.3228485,0.1383698,0.6061073,0.0,0.0,-0.76299095,0.07700902,0.17026204,0.17026205,-0.09325301,13.9,17.19031,17.777779,17.777779,2.0
resstock-amy2018-2021-release-1-66099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,-0.84,0.486706,10.499746322631836,5.110289414484043,0.84,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,14.194403,0.0,0.0,0.17049001,-0.752454,-0.24283485,0.0,0.0,0.0,0.0,0.32272387,0.1383698,0.61497384,0.0,0.0,-0.752454,0.08754599,0.17049006,0.17049001,-0.08294406,13.3,16.836355,17.777779,17.777779,2.0
resstock-amy2018-2021-release-1-66099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,-0.84,0.3971761,10.499738693237305,4.170245127680005,0.84,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,14.194403,0.0,0.0,0.17066097,-0.7180551,-0.23498556,0.0,0.0,0.0,0.0,0.3272528,0.1383698,0.62078613,0.0,0.0,-0.7180551,0.121944845,0.170661,0.17066097,-0.048716158,13.3,16.523893,17.777779,17.777779,2.0
resstock-amy2018-2021-release-1-66099,0.0,1.8660208,0.0,0.0,0.8489095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,-0.84,0.30780187,10.499731063842773,3.2318368821115087,0.84,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,14.194403,1.8660208,0.0,0.41078252,0.3898113,0.12916,0.24177316,0.0,0.0,0.0,0.3313398,0.1383698,0.6202313,0.0,0.3898113,0.0,1.2298113,1.259692,0.41078252,-0.029880686,12.2,18.9321,17.777779,17.777779,2.0
